sample_id,nearest_rmse
0,0.07152043693843044
1,0.10698056756916147
2,0.09003157796131647
3,0.11037222197986532
4,0.10192808398783959
5,0.09130653639197567
6,0.1077105228078721
7,0.09668581946534432
8,0.09391854330318061
9,0.08150511362619739
10,0.08076593803225172
11,0.10195424982295836
12,0.0944479835253366
13,0.09407213365529828
14,0.08226512074643615
15,0.09818619820105658
16,0.1026504944540379
17,0.10460795656076777
18,0.10505803322128979
19,0.09590035759160272
20,0.10488307171113809
21,0.08121798844035759
22,0.10462975077909864
23,0.07299210911021921
24,0.12480508577181898
25,0.12581651583058898
26,0.10767953138869162
27,0.11629918611996333
28,0.07736144661553188
29,0.08284297330967123
30,0.10262434104328572
31,0.1279009836514668
32,0.10220657165215327
33,0.11463166343148976
34,0.13238474404919598
35,0.10161477657481245
36,0.08870942777575369
37,0.09035939514563203
38,0.08488180898849372
39,0.08251215728334194
40,0.07829002556830228
41,0.07793062224112353
42,0.09914971785225249
43,0.09896019425661906
44,0.07779503356934991
45,0.0864621695571547
46,0.10439688320231183
47,0.0893802100783024
48,0.12129744749202563
49,0.1047837758875907
50,0.0956952742637746
51,0.1082456098834562
52,0.07587597476319556
53,0.07614213263270983
54,0.11791131366393402
55,0.09396235384817825
56,0.10434961008502437
57,0.14966395615581338
58,0.09591051216352571
59,0.10075235005935936
60,0.07826200118469187
61,0.09198850442833979
62,0.08894152927090006
63,0.1327937655403075
64,0.08708343528973266
65,0.09791820772480331
66,0.1310693621678081
67,0.09672891050218248
68,0.11324761483756465
69,0.10582127005440399
70,0.08845567203084446
71,0.12217363596426163
72,0.08009447815807696
73,0.0812677024795322
74,0.08162071856450112
75,0.10067493925379566
76,0.09970260652508907
77,0.08895773099858077
78,0.12348863239983869
79,0.08216342445636511
80,0.14490591093375732
81,0.07431091434707057
82,0.09656116659929156
83,0.08018821833918169
84,0.11135973235165922
85,0.09156366921184772
86,0.10705667883454746
87,0.13707077781100013
88,0.08507153783106695
89,0.11263396045998732
90,0.08271288947307866
91,0.10728288465448255
92,0.10641323950432752
93,0.07703174055539455
94,0.07102167591630416
95,0.08658138199617775
96,0.10243515357291419
97,0.07235307287191065
98,0.08906569162048124
99,0.126324518434407
100,0.10265041682162458
101,0.09716695139027441
102,0.09878150056483936
103,0.08156027152695243
104,0.0830599492402338
105,0.09524759758271657
106,0.1033522512584154
107,0.09632458431351572
108,0.11692051589191377
109,0.10909651433687037
110,0.07784464009111997
111,0.07679037368524715
112,0.08612169483922542
113,0.10218737477013644
114,0.07569264057142017
115,0.11186475668205789
116,0.09382847305021137
117,0.10675876103840573
118,0.08630055694805855
119,0.09123671896648768
120,0.08379772321465381
121,0.0829778985277132
122,0.07891598179552957
123,0.11562855923043441
124,0.08874942864358322
125,0.08349758588495257
126,0.08758735563150642
127,0.08988606869089726
128,0.11893816083759715
129,0.08614804034857325
130,0.1547142299250646
131,0.10432369378022399
132,0.11562801636583343
133,0.08587955101563562
134,0.08670349988084022
135,0.09619728967804633
136,0.09204304168787707
137,0.09796344393496435
138,0.0953501844094274
139,0.09271173028455394
140,0.07942180463000487
141,0.1202783935681057
142,0.07712217081861335
143,0.06674983305469816
144,0.07451901662255589
145,0.11596803289004748
146,0.09794184797803578
147,0.10791418970858616
148,0.09682043013570432
149,0.0875477026368134
150,0.08365571655807101
151,0.08972660342790974
152,0.09025696856294757
153,0.09753098082286052
154,0.09009006212518139
155,0.09251626506281173
156,0.08770215111576316
157,0.09734101990028071
158,0.07153406714639349
159,0.08781030830311035
160,0.08382116107846348
161,0.0840047415099779
162,0.10679419529299032
163,0.1016380288248274
164,0.10990789027333583
165,0.09513463677716077
166,0.11184428546450884
167,0.07763318471554956
168,0.103354850143051
169,0.07473853366299943
170,0.08258050891174137
171,0.09012530446384559
172,0.09952862338807789
173,0.0960949391260035
174,0.09385011620566797
175,0.10127767848948188
176,0.07943482139339579
177,0.11686240581678327
178,0.09658343384123114
179,0.08732106456223954
180,0.08630129406699781
181,0.11993955625018735
182,0.0995775448949744
183,0.08875056688312205
184,0.13966600943856186
185,0.09161424915574293
186,0.0799902569304337
187,0.082574450773442
188,0.0780767774387286
189,0.09678806776218159
190,0.10909151667801398
191,0.08509669618543024
192,0.09507792660309289
193,0.09775763880411774
194,0.08836254363583806
195,0.0998223283668477
196,0.0834598147658079
197,0.08957757712178194
198,0.09269759174684755
199,0.09058407576442175
