sample_id,nearest_rmse
0,0.09647237660861223
1,0.09907441559134776
2,0.08162487166188986
3,0.10057280797135862
4,0.12768866673814863
5,0.1122895620172185
6,0.09056395340100183
7,0.0933188223685009
8,0.10799310784387987
9,0.10200969769672594
10,0.1074052522202625
11,0.12099996105122615
12,0.08410786254401903
13,0.10834707043520671
14,0.07141987348962074
15,0.08395797324861037
16,0.08901940954941678
17,0.10906690570811828
18,0.09394867218499188
19,0.10314372077526063
20,0.08723680932874489
21,0.10687357022304385
22,0.0928281624925159
23,0.0953833648932663
24,0.09422553143986238
25,0.09768057242263056
26,0.098069217000338
27,0.08440553873681392
28,0.10764349938085037
29,0.0967508216603194
30,0.09172568639819778
31,0.08103505090835311
32,0.10564397337469376
33,0.09227048600417449
34,0.0948181367576215
35,0.11377142316611669
36,0.08915951754223948
37,0.09971250951075204
38,0.1011056759024865
39,0.11059762929481749
40,0.09218573902294168
41,0.1253487569192651
42,0.10066939714750354
43,0.12111518001322749
44,0.10174554014803576
45,0.09196947998798093
46,0.07847810153819142
47,0.10468666770208486
48,0.0944897798440726
49,0.10773404721547176
50,0.08345513149393327
51,0.09832036284579969
52,0.09087175867811337
53,0.14007947620432312
54,0.08552084533819958
55,0.08804752605429664
56,0.09686903393255411
57,0.09697585894998034
58,0.09257458535535956
59,0.08687645189567064
60,0.09543327034010919
61,0.10726411523538346
62,0.0902493267722196
63,0.12937792234764975
64,0.09355041420735928
65,0.08593678609103213
66,0.0983900613948392
67,0.12969107330220578
68,0.09887334012461105
69,0.11311479074080191
70,0.11113997304840542
71,0.11139410307219803
72,0.0872865803151076
73,0.09707483019129949
74,0.09372862183875447
75,0.10403117377129381
76,0.09271986571532269
77,0.08499634107586634
78,0.1082967915694091
79,0.09725237608614992
80,0.09950696970461521
81,0.08182583179656457
82,0.12126419020703731
83,0.09819291085912414
84,0.10078922455209333
85,0.09703191015671803
86,0.09825396193326669
87,0.1144796472820648
88,0.11827251205532609
89,0.0988571465900411
90,0.09191601844582917
91,0.10935990826046195
92,0.11217461040284188
93,0.10927135227134467
94,0.09011590089197363
95,0.12627730026813433
96,0.08308381225037018
97,0.10385609277639977
98,0.08382662649964563
99,0.09601513043269733
100,0.08576645090468006
101,0.07631686025403552
102,0.09817593642080345
103,0.10506379501293243
104,0.12243283224893929
105,0.10116143290121311
106,0.09602028294741569
107,0.09397299453721612
108,0.09225122493186565
109,0.13085814824171668
110,0.08158881714063848
111,0.10228841327252745
112,0.10439528612247133
113,0.1112693990800002
114,0.08930576399820271
115,0.09525117337826483
116,0.07051703319289584
117,0.10122611991397781
118,0.07579309834711197
119,0.09682862106669846
120,0.09116977224157806
121,0.11045571372950407
122,0.09808159762259248
123,0.0946593277399195
124,0.07178092032452621
125,0.09630216679033704
126,0.08999055806990879
127,0.09384267176072046
128,0.10012647881552666
129,0.0936778896713996
130,0.09045974859155731
131,0.12611663789889513
132,0.07678851291310139
133,0.09382429088113144
134,0.09154870410703966
135,0.10961239354203248
136,0.07743314841042637
137,0.09701160557153465
138,0.0822253748862827
139,0.07479941599075897
140,0.10291288328591729
141,0.09489299624785387
142,0.08442190027463668
143,0.09086247711301691
144,0.09723881238816089
145,0.09493439744475826
146,0.09059403365677682
147,0.11053458921354473
148,0.10999042333938268
149,0.13393887850564623
150,0.08856161123181626
151,0.08233086093166
152,0.09018174693285189
153,0.09019665440964501
154,0.09256574336685579
155,0.09121965159345348
156,0.0708363097995377
157,0.09359738041542216
158,0.0892132431613255
159,0.0950828950825219
160,0.08627253896026296
161,0.1178840055113695
162,0.0668743340265373
163,0.08627468065330646
164,0.1002798175344527
165,0.10987642451488847
166,0.09622950612412673
167,0.10597850671204398
168,0.1164162415598773
169,0.09390945152011446
170,0.10817404236582075
171,0.0928413609636606
172,0.09894698328287062
173,0.09200220253202186
174,0.09370843423453443
175,0.0933548044020261
176,0.09250119794658163
177,0.1027777983268558
178,0.09004049046328517
179,0.10328642465256442
180,0.10763440217142933
181,0.10227006927684652
182,0.1040782390829477
183,0.11640311358102613
184,0.10406776196428129
185,0.08635504283175933
186,0.0983183439524246
187,0.08046556080420364
188,0.10271616906817889
189,0.10149618335926057
190,0.10236906567759681
191,0.08869976487346469
192,0.11980452848790449
193,0.09839585573455525
194,0.09345732872932949
195,0.09906427167706693
196,0.09613562806061506
197,0.10516779469160134
198,0.07942128151155661
199,0.08334390065776036
